site_name,source,source_url,latitude,longitude,source_file,site_type
SITIO ARQUEOLÓGICO CERRO SAN CRISTOBAL,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-8.138275,-78.183494,sigda_archeological_sites.geojson,cerro
SITIO ARQUEOLÓGICO CERRO SAN FRANCISCO,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-9.492918,-78.248076,sigda_archeological_sites.geojson,cerro
SITIO ARQUEOLÓGICO CERRO SAN IGNACIO I,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-16.483636,-71.570969,sigda_archeological_sites.geojson,cerro
SITIO ARQUEOLÓGICO CERRO SAN IGNACIO II,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-16.484950,-71.569124,sigda_archeological_sites.geojson,cerro
SITIO ARQUEOLÓGICO CERRO SAN IGNACIO III,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-16.493901,-71.561771,sigda_archeological_sites.geojson,cerro
SITIO ARQUEOLÓGICO CERRO SAN JOSE I,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-12.462278,-76.675551,sigda_archeological_sites.geojson,cerro
SITIO ARQUEOLÓGICO CERRO SAN JOSE II,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-12.465117,-76.678329,sigda_archeological_sites.geojson,cerro
SITIO ARQUEOLÓGICO CERRO SAN JOSE III,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-12.454804,-76.672367,sigda_archeological_sites.geojson,cerro
SITIO ARQUEOLÓGICO CERRO SAN LORENZO E,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-8.069504,-78.932390,sigda_archeological_sites.geojson,cerro
SITIO ARQUEOLÓGICO CERRO SAN LORENZO F,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-8.074918,-78.933886,sigda_archeological_sites.geojson,cerro
SITIO ARQUEOLÓGICO CERRO SAN LORENZO NOROESTE,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-8.068649,-78.936549,sigda_archeological_sites.geojson,cerro
SITIO ARQUEOLÓGICO CERRO SAN MIGUEL,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-7.569521,-78.146291,sigda_archeological_sites.geojson,cerro
SITIO ARQUEOLÓGICO CERRO SANGO 1,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-7.999083,-78.422861,sigda_archeological_sites.geojson,cerro
SITIO ARQUEOLÓGICO CERRO SANGO 2,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-7.991150,-78.417354,sigda_archeological_sites.geojson,cerro
SITIO ARQUEOLÓGICO CERRO SANTA CRUZ,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-12.766661,-76.586689,sigda_archeological_sites.geojson,cerro
SITIO ARQUEOLÓGICO CERRO SANTO TOME,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-5.219287,-80.022883,sigda_archeological_sites.geojson,cerro
SITIO ARQUEOLÓGICO CERRO SEÑAL BUVERAYOOC,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-13.726305,-73.501864,sigda_archeological_sites.geojson,cerro
SITIO ARQUEOLÓGICO CERRO SHATER,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-6.726891,-78.462094,sigda_archeological_sites.geojson,cerro
SITIO ARQUEOLÓGICO CERRO SHOGO 1,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-8.771350,-77.296782,sigda_archeological_sites.geojson,cerro
SITIO ARQUEOLÓGICO CERRO SHOGO 2,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-8.772379,-77.297079,sigda_archeological_sites.geojson,cerro
SITIO ARQUEOLÓGICO CERRO SHUGUL,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-8.170902,-78.089491,sigda_archeological_sites.geojson,cerro
SITIO ARQUEOLÓGICO CERRO SHULGON,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-7.888221,-78.712190,sigda_archeological_sites.geojson,cerro
SITIO ARQUEOLÓGICO CERRO SHULLUC,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-8.828598,-77.403565,sigda_archeological_sites.geojson,cerro
SITIO ARQUEOLÓGICO CERRO SHUMIN,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-7.793045,-78.361165,sigda_archeological_sites.geojson,cerro
SITIO ARQUEOLÓGICO CERRO SICUANI,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-14.065934,-73.651184,sigda_archeological_sites.geojson,cerro
SITIO ARQUEOLÓGICO CERRO SIRENA LADERA NORTE,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-13.770253,-73.510453,sigda_archeological_sites.geojson,cerro
SITIO ARQUEOLÓGICO CERRO SIRENA O PUKA PUKA,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-13.779388,-73.526285,sigda_archeological_sites.geojson,cerro
SITIO ARQUEOLÓGICO CERRO SIWATA,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-14.750948,-70.325064,sigda_archeological_sites.geojson,cerro
SITIO ARQUEOLÓGICO CERRO SOMBRERILLO,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-7.017148,-78.185855,sigda_archeological_sites.geojson,cerro
SITIO ARQUEOLÓGICO CERRO SONAJE,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-13.866079,-73.743845,sigda_archeological_sites.geojson,cerro
SITIO ARQUEOLÓGICO CERRO SULCAYMARCA,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-13.795507,-72.537952,sigda_archeological_sites.geojson,cerro
SITIO ARQUEOLÓGICO CERRO SUQUE,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-6.660542,-78.473328,sigda_archeological_sites.geojson,cerro
SITIO ARQUEOLÓGICO CERRO TACAMACHE,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-6.676896,-78.756324,sigda_archeological_sites.geojson,cerro
SITIO ARQUEOLÓGICO CERRO TETAS,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-8.552038,-78.671788,sigda_archeological_sites.geojson,cerro
SITIO ARQUEOLÓGICO CERRO TIPURO,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-7.978048,-78.426247,sigda_archeological_sites.geojson,cerro
SITIO ARQUEOLÓGICO CERRO TOPAS III,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-12.743317,-76.476466,sigda_archeological_sites.geojson,cerro
SITIO ARQUEOLÓGICO CERRO TOPAS IV,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-12.740912,-76.471552,sigda_archeological_sites.geojson,cerro
SITIO ARQUEOLÓGICO CERRO TORACCA O TINAJERAYOCC,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-13.780559,-73.507604,sigda_archeological_sites.geojson,cerro
SITIO ARQUEOLÓGICO CERRO TORUNAJIRCA 1,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-8.822008,-77.405231,sigda_archeological_sites.geojson,cerro
SITIO ARQUEOLÓGICO CERRO TORUNAJIRCA 2,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-8.821663,-77.405483,sigda_archeological_sites.geojson,cerro
SITIO ARQUEOLÓGICO CERRO TORUNAJIRCA 3,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-8.820848,-77.405696,sigda_archeological_sites.geojson,cerro
SITIO ARQUEOLÓGICO CERRO TRES PAVOS 1,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-14.670473,-75.301660,sigda_archeological_sites.geojson,cerro
SITIO ARQUEOLÓGICO CERRO TRES PAVOS 2,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-14.668284,-75.301992,sigda_archeological_sites.geojson,cerro
SITIO ARQUEOLÓGICO CERRO TRES PICOS,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-6.854574,-79.397967,sigda_archeological_sites.geojson,cerro
SITIO ARQUEOLÓGICO CERRO TRES PUNTAS,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-7.908955,-78.658282,sigda_archeological_sites.geojson,cerro
Sitio Arqueológico Cerro Trinidad,osm,https://www.openstreetmap.org/way/437051028,-11.583891,-77.265034,osm_archeological_sites.geojson,cerro
SITIO ARQUEOLÓGICO CERRO TRUJAYOC 1,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-15.545420,-71.571490,sigda_archeological_sites.geojson,cerro
SITIO ARQUEOLÓGICO CERRO TRUJAYOC 2,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-15.540998,-71.568845,sigda_archeological_sites.geojson,cerro
SITIO ARQUEOLÓGICO CERRO TUCUMALCA,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-7.777876,-78.328571,sigda_archeological_sites.geojson,cerro
SITIO ARQUEOLÓGICO CERRO TUMALLARQUI,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-13.863389,-72.508055,sigda_archeological_sites.geojson,cerro
SITIO ARQUEOLÓGICO CERRO URPU,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-7.445380,-78.054949,sigda_archeological_sites.geojson,cerro
SITIO ARQUEOLÓGICO CERRO UYULI,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-14.045414,-73.643156,sigda_archeological_sites.geojson,cerro
SITIO ARQUEOLÓGICO CERRO VAQUERO O CERRO GENTIL,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-7.222248,-78.040151,sigda_archeological_sites.geojson,cerro
SITIO ARQUEOLÓGICO CERRO VIBORA II,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-12.444462,-76.739849,sigda_archeological_sites.geojson,cerro
SITIO ARQUEOLÓGICO CERRO VIBORA IV,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-12.442688,-76.740224,sigda_archeological_sites.geojson,cerro
SITIO ARQUEOLÓGICO CERRO VIBORA IX,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-12.439763,-76.752124,sigda_archeological_sites.geojson,cerro
SITIO ARQUEOLÓGICO CERRO VIBORA V,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-12.442123,-76.745030,sigda_archeological_sites.geojson,cerro
SITIO ARQUEOLÓGICO CERRO VIBORA VI,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-12.446333,-76.746861,sigda_archeological_sites.geojson,cerro
SITIO ARQUEOLÓGICO CERRO VIBORA VII,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-12.447232,-76.744789,sigda_archeological_sites.geojson,cerro
SITIO ARQUEOLÓGICO CERRO VIBORA VIII,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-12.439389,-76.752729,sigda_archeological_sites.geojson,cerro
SITIO ARQUEOLÓGICO CERRO VIBORA X,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-12.441226,-76.749614,sigda_archeological_sites.geojson,cerro
SITIO ARQUEOLÓGICO CERRO VIBORA XII,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-12.440413,-76.755164,sigda_archeological_sites.geojson,cerro
SITIO ARQUEOLÓGICO CERRO VIBORA XIII,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-12.456405,-76.732396,sigda_archeological_sites.geojson,cerro
SITIO ARQUEOLÓGICO CERRO VIBORA XIV,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-12.450530,-76.737958,sigda_archeological_sites.geojson,cerro
SITIO ARQUEOLÓGICO CERRO YAHUARQUIN,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-8.074692,-78.568900,sigda_archeological_sites.geojson,cerro
SITIO ARQUEOLÓGICO CERRO YANARICUNE,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-16.287878,-68.880014,sigda_archeological_sites.geojson,cerro
SITIO ARQUEOLÓGICO CERRO YAVARIN,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-6.328433,-77.912600,sigda_archeological_sites.geojson,cerro
SITIO ARQUEOLÓGICO CERVACI,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-12.110973,-76.799096,sigda_archeological_sites.geojson,
SITIO ARQUEOLÓGICO CHA 37,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-7.031813,-78.480563,sigda_archeological_sites.geojson,
SITIO ARQUEOLÓGICO CHAATA APACHETA,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-16.576500,-69.568031,sigda_archeological_sites.geojson,
SITIO ARQUEOLÓGICO CHABELAPATA,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-13.845063,-72.566918,sigda_archeological_sites.geojson,
SITIO ARQUEOLÓGICO CHACAPAMPA,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-12.352272,-75.246266,sigda_archeological_sites.geojson,pampa
SITIO ARQUEOLÓGICO CHACAYPAMPA,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-11.535976,-76.616494,sigda_archeological_sites.geojson,pampa
SITIO ARQUEOLÓGICO CHACHA,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-12.159722,-76.217587,sigda_archeological_sites.geojson,
SITIO ARQUEOLÓGICO CHAGECHAJEN 1,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-16.463287,-70.818499,sigda_archeological_sites.geojson,
SITIO ARQUEOLÓGICO CHAKIQOCHAORQO,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-14.051148,-73.650085,sigda_archeological_sites.geojson,
SITIO ARQUEOLÓGICO CHAKIQUCHA 1,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-13.953778,-74.014980,sigda_archeological_sites.geojson,
SITIO ARQUEOLÓGICO CHAKIQUCHA 2,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-13.953348,-74.015898,sigda_archeological_sites.geojson,
SITIO ARQUEOLÓGICO CHAKIQUCHA 3,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-13.957445,-74.018574,sigda_archeological_sites.geojson,
SITIO ARQUEOLÓGICO CHAKIQUCHAMACHAY 1,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-13.952966,-74.015363,sigda_archeological_sites.geojson,
SITIO ARQUEOLÓGICO CHAKIQUCHAMACHAY 2,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-13.952457,-74.014550,sigda_archeological_sites.geojson,
SITIO ARQUEOLÓGICO CHAKIQUCHAMACHAY 3,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-13.953144,-74.014566,sigda_archeological_sites.geojson,
SITIO ARQUEOLÓGICO CHALABAMBA,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-7.210699,-77.776340,sigda_archeological_sites.geojson,
SITIO ARQUEOLÓGICO CHALAN,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-8.183769,-77.682988,sigda_archeological_sites.geojson,
SITIO ARQUEOLÓGICO CHALAQUES,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-7.104145,-78.817187,sigda_archeological_sites.geojson,
SITIO ARQUEOLÓGICO CHALHUAPUQUIO,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-10.312527,-76.821982,sigda_archeological_sites.geojson,aqueduct
SITIO ARQUEOLÓGICO CHALLAPATJA,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-16.822013,-70.683274,sigda_archeological_sites.geojson,
SITIO ARQUEOLÓGICO CHALLASCAPA 1,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-17.061283,-71.849625,sigda_archeological_sites.geojson,
SITIO ARQUEOLÓGICO CHALLASCAPA 2,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-17.065045,-71.852423,sigda_archeological_sites.geojson,
SITIO ARQUEOLÓGICO CHALLHUAMAYO,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-14.009112,-74.056735,sigda_archeological_sites.geojson,
SITIO ARQUEOLÓGICO CHALLUCO,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-16.269096,-69.456086,sigda_archeological_sites.geojson,
SITIO ARQUEOLÓGICO CHALLWAPATA,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-12.600160,-74.718541,sigda_archeological_sites.geojson,
SITIO ARQUEOLÓGICO CHAMPACOCHA,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-13.470143,-74.787423,sigda_archeological_sites.geojson,
SITIO ARQUEOLÓGICO CHANCA PUCRO,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-13.538557,-75.336505,sigda_archeological_sites.geojson,
SITIO ARQUEOLÓGICO CHANCARA,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-13.718611,-75.357024,sigda_archeological_sites.geojson,
SITIO ARQUEOLÓGICO CHANCARAN,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-9.289768,-76.708184,sigda_archeological_sites.geojson,
SITIO ARQUEOLÓGICO CHANCARAYLLA O PLAZAPAMPA,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-14.281815,-74.838677,sigda_archeological_sites.geojson,plaza; pampa
SITIO ARQUEOLÓGICO CHANQUILLO II,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-10.558819,-76.914401,sigda_archeological_sites.geojson,
SITIO ARQUEOLÓGICO CHANTA CHONTA,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-14.172694,-72.528463,sigda_archeological_sites.geojson,
SITIO ARQUEOLÓGICO CHANTACOLLO,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-17.478077,-70.270823,sigda_archeological_sites.geojson,
SITIO ARQUEOLÓGICO CHAQUIHUAYOCO,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-16.559528,-70.792726,sigda_archeological_sites.geojson,
SITIO ARQUEOLÓGICO CHAQUIJATA 1 1104,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-14.288063,-74.993185,sigda_archeological_sites.geojson,
SITIO ARQUEOLÓGICO CHAQUIJATA 1103,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-14.289102,-74.992471,sigda_archeological_sites.geojson,
SITIO ARQUEOLÓGICO CHAQUIJATA 2 1105,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-14.288470,-74.994483,sigda_archeological_sites.geojson,
SITIO ARQUEOLÓGICO CHAQUIRA,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-7.334836,-79.359869,sigda_archeological_sites.geojson,
SITIO ARQUEOLÓGICO CHARAC,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-9.301291,-77.091041,sigda_archeological_sites.geojson,
SITIO ARQUEOLÓGICO CHARANAL 2,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-3.891159,-80.621387,sigda_archeological_sites.geojson,
SITIO ARQUEOLÓGICO CHASKIWASI HUARIAMAYA,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-16.765633,-69.606035,sigda_archeological_sites.geojson,structure
SITIO ARQUEOLÓGICO CHASQUIHUASI,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-13.539201,-75.188646,sigda_archeological_sites.geojson,
SITIO ARQUEOLÓGICO CHASQUIHUASI NATIVIDAD,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-13.751384,-73.511303,sigda_archeological_sites.geojson,
SITIO ARQUEOLÓGICO CHATO GRANDE,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-5.356998,-80.675638,sigda_archeological_sites.geojson,
SITIO ARQUEOLÓGICO CHAUCALLA DE PASAYQUE,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-12.027989,-76.380630,sigda_archeological_sites.geojson,
SITIO ARQUEOLÓGICO CHAUCAR,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-10.282023,-76.379869,sigda_archeological_sites.geojson,
SITIO ARQUEOLÓGICO CHAUPE,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-6.094452,-79.024032,sigda_archeological_sites.geojson,
SITIO ARQUEOLÓGICO CHAUPI,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-13.838071,-73.761426,sigda_archeological_sites.geojson,
SITIO ARQUEOLÓGICO CHAUPI ORQO,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-14.283936,-73.963704,sigda_archeological_sites.geojson,
SITIO ARQUEOLÓGICO CHAUPICANCHA,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-10.117671,-76.708424,sigda_archeological_sites.geojson,
SITIO ARQUEOLÓGICO CHAUPIRCA 1,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-8.251768,-77.356625,sigda_archeological_sites.geojson,
SITIO ARQUEOLÓGICO CHAUPIRCA 2,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-8.241720,-77.353254,sigda_archeological_sites.geojson,
SITIO ARQUEOLÓGICO CHAVIN DE YAUYOS 1,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-12.743048,-75.946854,sigda_archeological_sites.geojson,
SITIO ARQUEOLÓGICO CHAVIN DE YAUYOS 2,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-12.744788,-75.950886,sigda_archeological_sites.geojson,
SITIO ARQUEOLÓGICO CHAYNAS,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-9.895199,-76.620121,sigda_archeological_sites.geojson,
SITIO ARQUEOLÓGICO CHAYNAS AFUERAS,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-9.896645,-76.618304,sigda_archeological_sites.geojson,
SITIO ARQUEOLÓGICO CHEPECONAY,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-12.996956,-76.488792,sigda_archeological_sites.geojson,
SITIO ARQUEOLÓGICO CHEPECONDE 2,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-12.917005,-76.496597,sigda_archeological_sites.geojson,
SITIO ARQUEOLÓGICO CHERREPE,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-7.173286,-79.682295,sigda_archeological_sites.geojson,
SITIO ARQUEOLÓGICO CHETILLA,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-7.151936,-78.665728,sigda_archeological_sites.geojson,
SITIO ARQUEOLÓGICO CHIAPON,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-7.080625,-78.879710,sigda_archeological_sites.geojson,
SITIO ARQUEOLÓGICO CHICCHE MACHAY 2,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-10.460834,-76.184614,sigda_archeological_sites.geojson,
SITIO ARQUEOLÓGICO CHICCLLAO,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-12.837143,-74.415307,sigda_archeological_sites.geojson,
SITIO ARQUEOLÓGICO CHICHA,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-12.546428,-74.800267,sigda_archeological_sites.geojson,
SITIO ARQUEOLÓGICO CHICHILAQUE,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-16.568722,-70.783844,sigda_archeological_sites.geojson,
SITIO ARQUEOLÓGICO CHICHILAQUE CHICO,sigda,https://sigda.cultura.gob.pe/sigda/rest/services/v_3/maps_declarados/MapServer/0,-16.581305,-70.784344,sigda_archeological_sites.geojson,
